# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_duplication	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_inversion	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
YHL032C	YHL032C	TRANSCRIPT_YHL032C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL033C	YHL033C	TRANSCRIPT_YHL033C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL034C	YHL034C	TRANSCRIPT_YHL034C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL034W-A	YHL034W-A	TRANSCRIPT_YHL034W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHL035C	YHL035C	TRANSCRIPT_YHL035C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHL036W	YHL036W	TRANSCRIPT_YHL036W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL048C-A	YHL048C-A	TRANSCRIPT_YHL048C-A	protein_coding	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
YHL048W	YHL048W	TRANSCRIPT_YHL048W	protein_coding	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12	0
YHR034C	YHR034C	TRANSCRIPT_YHR034C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR035W	YHR035W	TRANSCRIPT_YHR035W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR036W	YHR036W	TRANSCRIPT_YHR036W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR037W	YHR037W	TRANSCRIPT_YHR037W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR038W	YHR038W	TRANSCRIPT_YHR038W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR039C	YHR039C	TRANSCRIPT_YHR039C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR039C-A	YHR039C-A	TRANSCRIPT_YHR039C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR120W	YHR120W	TRANSCRIPT_YHR120W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR121W	YHR121W	TRANSCRIPT_YHR121W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR122W	YHR122W	TRANSCRIPT_YHR122W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR123W	YHR123W	TRANSCRIPT_YHR123W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR124W	YHR124W	TRANSCRIPT_YHR124W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR125W	YHR125W	TRANSCRIPT_YHR125W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR126C	YHR126C	TRANSCRIPT_YHR126C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR127W	YHR127W	TRANSCRIPT_YHR127W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR128W	YHR128W	TRANSCRIPT_YHR128W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR131C	YHR131C	TRANSCRIPT_YHR131C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR131W-A	YHR131W-A	TRANSCRIPT_YHR131W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR132C	YHR132C	TRANSCRIPT_YHR132C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR132W-A	YHR132W-A	TRANSCRIPT_YHR132W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR133C	YHR133C	TRANSCRIPT_YHR133C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR134W	YHR134W	TRANSCRIPT_YHR134W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR135C	YHR135C	TRANSCRIPT_YHR135C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR136C	YHR136C	TRANSCRIPT_YHR136C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR137C-A	YHR137C-A	TRANSCRIPT_YHR137C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR137W	YHR137W	TRANSCRIPT_YHR137W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR143W	YHR143W	TRANSCRIPT_YHR143W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR143W-A	YHR143W-A	TRANSCRIPT_YHR143W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR144C	YHR144C	TRANSCRIPT_YHR144C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR145C	YHR145C	TRANSCRIPT_YHR145C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR146W	YHR146W	TRANSCRIPT_YHR146W	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YHR147C	YHR147C	TRANSCRIPT_YHR147C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR148W	YHR148W	TRANSCRIPT_YHR148W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR149C	YHR149C	TRANSCRIPT_YHR149C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR210C	YHR210C	TRANSCRIPT_YHR210C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR211W	YHR211W	TRANSCRIPT_YHR211W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR216W	YHR216W	TRANSCRIPT_YHR216W	protein_coding	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0
YHR217C	YHR217C	TRANSCRIPT_YHR217C	protein_coding	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
YIL023C	YIL023C	TRANSCRIPT_YIL023C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL024C	YIL024C	TRANSCRIPT_YIL024C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL025C	YIL025C	TRANSCRIPT_YIL025C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL026C	YIL026C	TRANSCRIPT_YIL026C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL027C	YIL027C	TRANSCRIPT_YIL027C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL028W	YIL028W	TRANSCRIPT_YIL028W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL029C	YIL029C	TRANSCRIPT_YIL029C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL073C	YIL073C	TRANSCRIPT_YIL073C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL074C	YIL074C	TRANSCRIPT_YIL074C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL075C	YIL075C	TRANSCRIPT_YIL075C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL076W	YIL076W	TRANSCRIPT_YIL076W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL077C	YIL077C	TRANSCRIPT_YIL077C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL078W	YIL078W	TRANSCRIPT_YIL078W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL107C	YIL107C	TRANSCRIPT_YIL107C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL108W	YIL108W	TRANSCRIPT_YIL108W	protein_coding	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
YIL109C	YIL109C	TRANSCRIPT_YIL109C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YIL110W	YIL110W	TRANSCRIPT_YIL110W	protein_coding	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YIL111W	YIL111W	TRANSCRIPT_YIL111W	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YIL112W	YIL112W	TRANSCRIPT_YIL112W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL155C	YIL155C	TRANSCRIPT_YIL155C	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YIL156W	YIL156W	TRANSCRIPT_YIL156W	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
YIL156W-A	YIL156W-A	TRANSCRIPT_YIL156W-A	protein_coding	1	0	0	2	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0
YIL156W-B	YIL156W-B	TRANSCRIPT_YIL156W-B	protein_coding	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1
YIL157C	YIL157C	TRANSCRIPT_YIL157C	protein_coding	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
YIL158W	YIL158W	TRANSCRIPT_YIL158W	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YIL159W	YIL159W	TRANSCRIPT_YIL159W	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YIL169C	YIL169C	TRANSCRIPT_YIL169C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YIR019C	YIR019C	TRANSCRIPT_YIR019C	protein_coding	3	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0
YIR020C	YIR020C	TRANSCRIPT_YIR020C	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
YIR020C-B	YIR020C-B	TRANSCRIPT_YIR020C-B	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR020W-A	YIR020W-A	TRANSCRIPT_YIR020W-A	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YIR021W	YIR021W	TRANSCRIPT_YIR021W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIR030C	YIR030C	TRANSCRIPT_YIR030C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIR030W-A	YIR030W-A	TRANSCRIPT_YIR030W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR031C	YIR031C	TRANSCRIPT_YIR031C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIR032C	YIR032C	TRANSCRIPT_YIR032C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIR033W	YIR033W	TRANSCRIPT_YIR033W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIR034C	YIR034C	TRANSCRIPT_YIR034C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR035C	YIR035C	TRANSCRIPT_YIR035C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR036C	YIR036C	TRANSCRIPT_YIR036C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR036W-A	YIR036W-A	TRANSCRIPT_YIR036W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIR040C	YIR040C	TRANSCRIPT_YIR040C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YJL039C	YJL039C	TRANSCRIPT_YJL039C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL041W	YJL041W	TRANSCRIPT_YJL041W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL042W	YJL042W	TRANSCRIPT_YJL042W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL043W	YJL043W	TRANSCRIPT_YJL043W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL044C	YJL044C	TRANSCRIPT_YJL044C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL060W	YJL060W	TRANSCRIPT_YJL060W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL061W	YJL061W	TRANSCRIPT_YJL061W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL062W	YJL062W	TRANSCRIPT_YJL062W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL062W-A	YJL062W-A	TRANSCRIPT_YJL062W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL063C	YJL063C	TRANSCRIPT_YJL063C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL064W	YJL064W	TRANSCRIPT_YJL064W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL065C	YJL065C	TRANSCRIPT_YJL065C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL066C	YJL066C	TRANSCRIPT_YJL066C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL067W	YJL067W	TRANSCRIPT_YJL067W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL068C	YJL068C	TRANSCRIPT_YJL068C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL078C	YJL078C	TRANSCRIPT_YJL078C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL079C	YJL079C	TRANSCRIPT_YJL079C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL080C	YJL080C	TRANSCRIPT_YJL080C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL081C	YJL081C	TRANSCRIPT_YJL081C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL082W	YJL082W	TRANSCRIPT_YJL082W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL109C	YJL109C	TRANSCRIPT_YJL109C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL110C	YJL110C	TRANSCRIPT_YJL110C	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YJL111W	YJL111W	TRANSCRIPT_YJL111W	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
YJL112W	YJL112W	TRANSCRIPT_YJL112W	protein_coding	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YJL126W	YJL126W	TRANSCRIPT_YJL126W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL127C	YJL127C	TRANSCRIPT_YJL127C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL127C-B	YJL127C-B	TRANSCRIPT_YJL127C-B	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL127W-A	YJL127W-A	TRANSCRIPT_YJL127W-A	protein_coding	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
YJL128C	YJL128C	TRANSCRIPT_YJL128C	protein_coding	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
YJL129C	YJL129C	TRANSCRIPT_YJL129C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL157C	YJL157C	TRANSCRIPT_YJL157C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL158C	YJL158C	TRANSCRIPT_YJL158C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL159W	YJL159W	TRANSCRIPT_YJL159W	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL160C	YJL160C	TRANSCRIPT_YJL160C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL161W	YJL161W	TRANSCRIPT_YJL161W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL219W	YJL219W	TRANSCRIPT_YJL219W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YJR066W	YJR066W	TRANSCRIPT_YJR066W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR067C	YJR067C	TRANSCRIPT_YJR067C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJR068W	YJR068W	TRANSCRIPT_YJR068W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR069C	YJR069C	TRANSCRIPT_YJR069C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJR070C	YJR070C	TRANSCRIPT_YJR070C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJR071W	YJR071W	TRANSCRIPT_YJR071W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR072C	YJR072C	TRANSCRIPT_YJR072C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJR073C	YJR073C	TRANSCRIPT_YJR073C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR074W	YJR074W	TRANSCRIPT_YJR074W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJR075W	YJR075W	TRANSCRIPT_YJR075W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJR076C	YJR076C	TRANSCRIPT_YJR076C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR155W	YJR155W	TRANSCRIPT_YJR155W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YJR161C	YJR161C	TRANSCRIPT_YJR161C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YJR162C	YJR162C	TRANSCRIPT_YJR162C	protein_coding	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0
YKL062W	YKL062W	TRANSCRIPT_YKL062W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL063C	YKL063C	TRANSCRIPT_YKL063C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL064W	YKL064W	TRANSCRIPT_YKL064W	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL065C	YKL065C	TRANSCRIPT_YKL065C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL065W-A	YKL065W-A	TRANSCRIPT_YKL065W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL066W	YKL066W	TRANSCRIPT_YKL066W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL067W	YKL067W	TRANSCRIPT_YKL067W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL068W	YKL068W	TRANSCRIPT_YKL068W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL075C	YKL075C	TRANSCRIPT_YKL075C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL076C	YKL076C	TRANSCRIPT_YKL076C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL077W	YKL077W	TRANSCRIPT_YKL077W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL078W	YKL078W	TRANSCRIPT_YKL078W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL079W	YKL079W	TRANSCRIPT_YKL079W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YKL080W	YKL080W	TRANSCRIPT_YKL080W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL081W	YKL081W	TRANSCRIPT_YKL081W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL155C	YKL155C	TRANSCRIPT_YKL155C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL156C-A	YKL156C-A	TRANSCRIPT_YKL156C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL156W	YKL156W	TRANSCRIPT_YKL156W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YKL157W	YKL157W	TRANSCRIPT_YKL157W	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
YKL159C	YKL159C	TRANSCRIPT_YKL159C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YKL160W	YKL160W	TRANSCRIPT_YKL160W	protein_coding	1	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
YKL161C	YKL161C	TRANSCRIPT_YKL161C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YKL162C	YKL162C	TRANSCRIPT_YKL162C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YKL162C-A	YKL162C-A	TRANSCRIPT_YKL162C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL164C	YKL164C	TRANSCRIPT_YKL164C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL165C	YKL165C	TRANSCRIPT_YKL165C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL205W	YKL205W	TRANSCRIPT_YKL205W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL206C	YKL206C	TRANSCRIPT_YKL206C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL207W	YKL207W	TRANSCRIPT_YKL207W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL208W	YKL208W	TRANSCRIPT_YKL208W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKL209C	YKL209C	TRANSCRIPT_YKL209C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YKL210W	YKL210W	TRANSCRIPT_YKL210W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL225W	YKL225W	TRANSCRIPT_YKL225W	protein_coding	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	10	0
YKR038C	YKR038C	TRANSCRIPT_YKR038C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR039W	YKR039W	TRANSCRIPT_YKR039W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR040C	YKR040C	TRANSCRIPT_YKR040C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR041W	YKR041W	TRANSCRIPT_YKR041W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR042W	YKR042W	TRANSCRIPT_YKR042W	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YKR043C	YKR043C	TRANSCRIPT_YKR043C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YKR044W	YKR044W	TRANSCRIPT_YKR044W	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YKR045C	YKR045C	TRANSCRIPT_YKR045C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR046C	YKR046C	TRANSCRIPT_YKR046C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YKR047W	YKR047W	TRANSCRIPT_YKR047W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR048C	YKR048C	TRANSCRIPT_YKR048C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR049C	YKR049C	TRANSCRIPT_YKR049C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR050W	YKR050W	TRANSCRIPT_YKR050W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR061W	YKR061W	TRANSCRIPT_YKR061W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR062W	YKR062W	TRANSCRIPT_YKR062W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR063C	YKR063C	TRANSCRIPT_YKR063C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR064W	YKR064W	TRANSCRIPT_YKR064W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
